sam_th,energy,R
0.1,250.0,0.995275774079029
0.5061224489795918,250.0,0.9762392443284496
0.9122448979591836,250.0,0.9572512225791019
1.3183673469387756,250.0,0.9380524986672091
1.7244897959183674,250.0,0.9183640781324756
2.1306122448979594,250.0,0.8978647851860353
2.536734693877551,250.0,0.8761599053164483
2.9428571428571426,250.0,0.8527323113905968
3.3489795918367347,250.0,0.8268589661801709
3.7551020408163267,250.0,0.7974547000472818
4.161224489795918,250.0,0.7627477673080135
4.5673469387755095,250.0,0.719509861885426
4.9734693877551015,250.0,0.6608625932906144
5.3795918367346935,250.0,0.5682211292911153
5.785714285714285,250.0,0.373760602378183
6.191836734693877,250.0,0.07734232446849887
6.597959183673469,250.0,0.15241481545450036
7.004081632653061,250.0,0.025504110416024444
7.410204081632653,250.0,0.03191105123298181
7.816326530612245,250.0,0.07065446092531397
8.222448979591837,250.0,0.032754019608577156
8.628571428571428,250.0,0.0017379145923640208
9.03469387755102,250.0,0.015041784950178405
9.440816326530612,250.0,0.02900232837855323
9.846938775510203,250.0,0.01973742714960466
10.253061224489795,250.0,0.0042735577461442496
10.659183673469387,250.0,0.00159770848065758
11.065306122448979,250.0,0.008700360521628642
11.47142857142857,250.0,0.012188479741174338
11.877551020408163,250.0,0.00785850897001381
12.283673469387754,250.0,0.0019153771390553922
12.689795918367347,250.0,0.0006501645103491122
13.095918367346938,250.0,0.0034553899679952526
13.502040816326529,250.0,0.005544218036815402
13.908163265306122,250.0,0.00437485246225734
14.314285714285713,250.0,0.0016287838967315707
14.720408163265306,250.0,0.000260817387886303
15.126530612244897,250.0,0.0010879220516046113
15.53265306122449,250.0,0.0024826828303508006
15.938775510204081,250.0,0.002670355877749801
16.344897959183676,250.0,0.0015571307941282973
16.751020408163267,250.0,0.00040246554676242696
17.15714285714286,250.0,0.00024344103540799918
17.56326530612245,250.0,0.0009125972173229719
17.96938775510204,250.0,0.0014736905926991566
18.375510204081632,250.0,0.0013105075166684936
18.781632653061227,250.0,0.0006508657996116074
19.187755102040818,250.0,0.00016356333677043828
19.59387755102041,250.0,0.00022450961842910343
20.0,250.0,0.0006174209218619065
0.1,275.0,0.9938183900128684
0.5061224489795918,275.0,0.9689369028205239
0.9122448979591836,275.0,0.9440046536590341
1.3183673469387756,275.0,0.9184478107052674
1.7244897959183674,275.0,0.8915931082808914
2.1306122448979594,275.0,0.8625539196277562
2.536734693877551,275.0,0.8300211508272909
2.9428571428571426,275.0,0.7918098819681454
3.3489795918367347,275.0,0.7436838863755642
3.7551020408163267,275.0,0.6754994595901332
4.161224489795918,275.0,0.5535881290501371
4.5673469387755095,275.0,0.23337312512516073
4.9734693877551015,275.0,0.22319157024928132
5.3795918367346935,275.0,0.16469802626509905
5.785714285714285,275.0,0.0020458707596515075
6.191836734693877,275.0,0.1094846885916087
6.597959183673469,275.0,0.10068947054158615
7.004081632653061,275.0,0.017227499602980766
7.410204081632653,275.0,0.0070611667422435884
7.816326530612245,275.0,0.039472524983939564
8.222448979591837,275.0,0.0370372530074099
8.628571428571428,275.0,0.011039652960450596
9.03469387755102,275.0,9.092080790839496e-05
9.440816326530612,275.0,0.009086056650197218
9.846938775510203,275.0,0.015785418686269946
10.253061224489795,275.0,0.010300288521775731
10.659183673469387,275.0,0.0018413785776847688
11.065306122448979,275.0,0.0005058767920780528
11.47142857142857,275.0,0.004660247606441955
11.877551020408163,275.0,0.006690533597656934
12.283673469387754,275.0,0.004075140015135914
12.689795918367347,275.0,0.0006678275270644287
13.095918367346938,275.0,0.00028127950342845295
13.502040816326529,275.0,0.002199442856662671
13.908163265306122,275.0,0.0032466302310919593
14.314285714285713,275.0,0.002145065380564687
14.720408163265306,275.0,0.00046070201858412324
15.126530612244897,275.0,8.299588751534281e-05
15.53265306122449,275.0,0.0009801824591286516
15.938775510204081,275.0,0.0016928027114446154
16.344897959183676,275.0,0.0013275282964717828
16.751020408163267,275.0,0.00042341288310742873
17.15714285714286,275.0,1.9838465001111488e-05
17.56326530612245,275.0,0.0003846626752044532
17.96938775510204,275.0,0.0008821914916467942
18.375510204081632,275.0,0.0008714965904937457
18.781632653061227,275.0,0.0004107723796610844
19.187755102040818,275.0,4.579779112228397e-05
19.59387755102041,275.0,0.00011498768120713602
20.0,275.0,0.000423093117770744
0.1,300.0,0.9794652544985546
0.5061224489795918,300.0,0.8998967201498419
0.9122448979591836,300.0,0.8252277128392107
1.3183673469387756,300.0,0.7540664780289591
1.7244897959183674,300.0,0.6852702826134567
2.1306122448979594,300.0,0.6178859560283096
2.536734693877551,300.0,0.5511316725145581
2.9428571428571426,300.0,0.4844292372613585
3.3489795918367347,300.0,0.41750832401835675
3.7551020408163267,300.0,0.3506087861099877
4.161224489795918,300.0,0.28477422813446585
4.5673469387755095,300.0,0.2221018151928918
4.9734693877551015,300.0,0.16559393255334287
5.3795918367346935,300.0,0.11823730094380482
5.785714285714285,300.0,0.08158134413223597
6.191836734693877,300.0,0.05512687915386167
6.597959183673469,300.0,0.037200365855629504
7.004081632653061,300.0,0.025658146518065274
7.410204081632653,300.0,0.018145591681710028
7.816326530612245,300.0,0.013056835435174805
8.222448979591837,300.0,0.009819141006622711
8.628571428571428,300.0,0.00789344936311225
9.03469387755102,300.0,0.0064449067633431684
9.440816326530612,300.0,0.005111988999534763
9.846938775510203,300.0,0.004160644652261858
10.253061224489795,300.0,0.0036859019244658807
10.659183673469387,300.0,0.0032953004287979543
11.065306122448979,300.0,0.002714269632249131
11.47142857142857,300.0,0.002165807346386381
11.877551020408163,300.0,0.0019232051593911109
12.283673469387754,300.0,0.0018489873100714126
12.689795918367347,300.0,0.0016370564421576096
13.095918367346938,300.0,0.001286111531904466
13.502040816326529,300.0,0.0010535912964061873
13.908163265306122,300.0,0.0010327726274805406
14.314285714285713,300.0,0.001029898104714226
14.720408163265306,300.0,0.0008772262953867869
15.126530612244897,300.0,0.0006662702108460976
15.53265306122449,300.0,0.0005794365159449401
15.938775510204081,300.0,0.0006172731579922176
16.344897959183676,300.0,0.0006194013650010472
16.751020408163267,300.0,0.0005070141725770793
17.15714285714286,300.0,0.0003788967675745325
17.56326530612245,300.0,0.0003508559399978417
17.96938775510204,300.0,0.00039482401603709434
18.375510204081632,300.0,0.00039521890366686326
18.781632653061227,300.0,0.00031501091806974957
19.187755102040818,300.0,0.00023370604178154662
19.59387755102041,300.0,0.00022579510562199847
20.0,300.0,0.0002630286688498203
